Species,CL_Value,Region,Region_Name,Count_Stats,Area_M2,Min,Max,Range,Mean,STD,Sum,LT-1_Count,LT-1_Percent,GT-1_LT0_Count,GT-1_LT0_Percent,GT0_LT1_Count,GT0_LT1_Percent,GT1_Count,GT1_Percent,Exc_Count,Exc_Percent,Count_Hist,Area_HA,Area_Acres
Juglans cinerea,Min CL,States,Virginia,23212079,20890871100,-6.41841,6.980277,13.398687,0.82855,1.365444,19232368.08,611695,2.635244348,3139270,13.52429483,9967000,42.93885093,9494114,40.90160989,19461114,83.84046082,23212079,2089087.11,5162238.703
Juglans cinerea,Min CL,States,West Virginia,41783409,37605068100,-6.257946,4.499766,10.757712,1.145455,1.283202,47861000.3,1604836,3.840845059,1430011,3.42243736,10953916,26.21594614,27794646,66.52077144,38748562,92.73671758,41783409,3760506.81,9292400.353
Juglans cinerea,Min CL,States,Wisconsin,24680935,22212841500,-5.121451,6.526143,11.647594,-0.696837,2.386274,-17198584.87,13718226,55.58227839,1617794,6.554832708,3516739,14.24880783,5828176,23.61408107,9344915,37.86288891,24680935,2221284.15,5488904.199
Picea mariana,Max CL,Class I Areas,Rainbow Lake Wilderness,6733,6059700,-4.485084,-4.189861,0.295222,-4.351296,0.062757,-29297.27782,6733,100,0,0,0,0,0,0,0,0,6733,605.97,1497.382169
Picea mariana,Max CL,Class I Areas,Presidential Range-Dry River Wilderness,80,72000,-7.425419,-6.100478,1.324941,-7.16145,0.359153,-572.915984,80,100,0,0,0,0,0,0,0,0,80,7.2,17.79156
Picea mariana,Max CL,Class I Areas,Lye Brook Wilderness,54,48600,-4.892316,-4.654727,0.237589,-4.709435,0.075363,-254.309479,54,100,0,0,0,0,0,0,0,0,54,4.86,12.009303
Picea mariana,Max CL,Class I Areas,Boundary Waters Canoe Area Wilderness,2790706,2511635400,-17.090082,-6.068759,11.021323,-15.216628,0.86077,-42465136.28,2790706,100,0,0,0,0,0,0,0,0,2790706,251163.54,620637.6655
Picea mariana,Max CL,Class I Areas,Isle Royale NP,304977,274479300,-8.331877,-5.736294,2.595583,-7.42075,0.912683,-2263158.199,304977,100,0,0,0,0,0,0,0,0,304977,27447.93,67825.20743
Picea mariana,Max CL,Class I Areas,Acadia NP,629,566100,-10.447096,-10.265055,0.182041,-10.328135,0.017624,-6496.396824,629,100,0,0,0,0,0,0,0,0,629,56.61,139.8861405
Picea mariana,Max CL,Class I Areas,Voyageurs NP,360749,324674100,-16.595436,-15.527758,1.067678,-15.912187,0.264131,-5740305.439,360749,100,0,0,0,0,0,0,0,0,360749,32467.41,80228.59348
Picea mariana,Max CL,Class I Areas,Seney Wilderness,66725,60052500,-6.7785,-6.271277,0.507223,-6.572402,0.179468,-438543.5042,66725,100,0,0,0,0,0,0,0,0,66725,6005.25,14839.27301
Picea mariana,Max CL,Class I Areas,Moosehorn Wilderness EDM,185,166500,-8.681698,-8.629309,0.052389,-8.651738,0.008612,-1600.571548,185,100,0,0,0,0,0,0,0,0,185,16.65,41.1429825
Picea mariana,Max CL,Class I Areas,Moosehorn Wilderness BAR,92,82800,-8.906473,-8.707534,0.198939,-8.786483,0.091499,-808.356418,92,100,0,0,0,0,0,0,0,0,92,8.28,20.460294
Picea mariana,Max CL,Ecoregions Combined,All Ecoregions,82142348,73928113200,-18.295515,2.658,20.953515,-10.500004,4.538742,-862494957.3,82133709,99.98948289,6314,0.007686656,2249,0.00273793,76,9.25223E-05,2325,0.002830452,82142348,7392811.32,18268006.41
Picea mariana,Max CL,Ecoregions Level 2,Atlantic Highlands,1622689,1460420100,-18.295515,-1.990076,16.305439,-7.872609,2.123605,-12774796.21,1622689,100,0,0,0,0,0,0,0,0,1622689,146042.01,360877.1088
Picea mariana,Max CL,Ecoregions Level 2,Mixed Wood Plains,4717269,4245542100,-17.790295,2.658,20.448295,-6.274237,2.930326,-29597262.43,4711111,99.86945837,3833,0.081254641,2249,0.04767589,76,0.001611102,2325,0.049286992,4717269,424554.21,1049094.681
Picea mariana,Max CL,Ecoregions Level 2,Mixed Wood Shield,75802390,68222151000,-17.173714,-0.878893,16.294821,-10.819222,4.509023,-820122898.7,75799909,99.99672702,2481,0.003272984,0,0,0,0,0,0,75802390,6822215.1,16858034.62
Picea mariana,Max CL,Ecoregions Level 3,Acadian Plains and Hills,1162064,1045857600,-17.790295,-5.595909,12.194386,-9.857357,2.546401,-11454879.35,1162064,100,0,0,0,0,0,0,0,0,1162064,104585.76,258436.6422
Picea mariana,Max CL,Ecoregions Level 3,Driftless Area,1913,1721700,-3.994596,-2.75081,1.243787,-3.260746,0.237307,-6237.807844,1913,100,0,0,0,0,0,0,0,0,1913,172.17,425.4406785
Picea mariana,Max CL,Ecoregions Level 3,Eastern Great Lakes Lowlands,470770,423693000,-9.144777,0.84342,9.988197,-5.953394,1.11365,-2802679.367,468773,99.57580135,0,0,1997,0.424198653,0,0,1997,0.424198653,470770,42369.3,104696.6588
Picea mariana,Max CL,Ecoregions Level 3,North Central Appalachians,13844,12459600,-5.366568,-1.990076,3.376492,-3.919092,0.662127,-54255.9072,13844,100,0,0,0,0,0,0,0,0,13844,1245.96,3078.829458
Picea mariana,Max CL,Ecoregions Level 3,North Central Hardwood Forests,2932310,2639079000,-14.364978,2.658,17.022978,-4.992667,2.009278,-14640046.47,2928511,99.87044344,3574,0.12188343,149,0.005081318,76,0.002591813,225,0.007673131,2932310,263907.9,652129.6163
Picea mariana,Max CL,Ecoregions Level 3,Northeastern Coastal Zone,33899,30509100,-8.32526,-3.380275,4.944985,-6.847223,0.753046,-232114.0095,33899,100,0,0,0,0,0,0,0,0,33899,3050.91,7538.951156
Picea mariana,Max CL,Ecoregions Level 3,Northern Allegheny Plateau,47235,42511500,-6.463163,-1.436107,5.027056,-3.918057,1.158882,-185069.4135,47235,100,0,0,0,0,0,0,0,0,47235,4251.15,10504.80421
Picea mariana,Max CL,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,1608845,1447960500,-18.295515,-3.181355,15.114161,-7.906629,2.09978,-12720540.3,1608845,100,0,0,0,0,0,0,0,0,1608845,144796.05,357798.2794
Picea mariana,Max CL,Ecoregions Level 3,Northern Lakes and Forests,62046567,55841910300,-17.173714,-0.878893,16.294821,-10.099989,4.42093,-626669625.7,62044086,99.99600139,2481,0.00399861,0,0,0,0,0,0,62046567,5584191.03,13798815.24
Picea mariana,Max CL,Ecoregions Level 3,Northern Minnesota Wetlands,13755823,12380240700,-16.862705,-5.047139,11.815566,-14.063373,3.319911,-193453273,13755823,100,0,0,0,0,0,0,0,0,13755823,1238024.07,3059219.378
Picea mariana,Max CL,Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,69078,62170200,-4.76565,0.469936,5.235586,-3.9989,0.701365,-276236.0168,68716,99.47595472,259,0.374938475,103,0.149106807,0,0,103,0.149106807,69078,6217.02,15362.56727
Picea mariana,Max CL,Forest Service Admin Areas,Hiawatha National Forest,2675428,2407885200,-7.865973,-3.963662,3.90231,-6.067381,0.422072,-16232839.96,2675428,100,0,0,0,0,0,0,0,0,2675428,240788.52,595000.4723
Picea mariana,Max CL,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,2660558,2394502200,-14.411841,-2.740725,11.671117,-9.557124,4.480813,-25427283.19,2660558,100,0,0,0,0,0,0,0,0,2660558,239450.22,591693.4661
Picea mariana,Max CL,Forest Service Admin Areas,Huron-Manistee National Forest,686332,617698800,-5.603246,-2.901951,2.701295,-4.342437,0.416874,-2980353.301,686332,100,0,0,0,0,0,0,0,0,686332,61769.88,152636.462
Picea mariana,Max CL,Forest Service Admin Areas,Superior National Forest,10970398,9873358200,-17.173714,-5.735358,11.438356,-14.32231,2.443165,-157121443.8,10970398,100,0,0,0,0,0,0,0,0,10970398,987335.82,2439756.178
Picea mariana,Max CL,Forest Service Admin Areas,Chippewa National Forest,2397444,2157699600,-15.316873,-5.443569,9.873304,-9.941659,3.929106,-23834570.17,2397444,100,0,0,0,0,0,0,0,0,2397444,215769.96,533178.3597
Picea mariana,Max CL,Forest Service Admin Areas,White Mountain National Forest,13782,12403800,-8.977947,-5.445706,3.532241,-7.94329,0.581214,-109474.4228,13782,100,0,0,0,0,0,0,0,0,13782,1240.38,3065.040999
Picea mariana,Max CL,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,8961,8064900,-8.076553,-4.652604,3.423949,-5.81572,0.505155,-52114.66536,8961,100,0,0,0,0,0,0,0,0,8961,806.49,1992.877115
Picea mariana,Max CL,Forest Service Admin Areas,Ottawa National Forest,1847554,1662798600,-14.508354,-4.788315,9.720039,-13.240685,1.285705,-24462880.65,1847554,100,0,0,0,0,0,0,0,0,1847554,166279.86,410885.8481
Picea mariana,Max CL,Forest Service Wilderness Areas,Big Branch Wilderness,1,900,-5.697617,-5.697617,0,-5.697617,0,-5.697617,1,100,0,0,0,0,0,0,0,0,1,0.09,0.2223945
Picea mariana,Max CL,Forest Service Wilderness Areas,Delirium Wilderness,39996,35996400,-6.148975,-5.288604,0.860371,-5.817067,0.215681,-232659.4209,39996,100,0,0,0,0,0,0,0,0,39996,3599.64,8894.890422
Picea mariana,Max CL,Forest Service Wilderness Areas,George D. Aiken Wilderness,14,12600,-5.405048,-5.403317,0.001731,-5.403441,0.000446,-75.648169,14,100,0,0,0,0,0,0,0,0,14,1.26,3.113523
Picea mariana,Max CL,Forest Service Wilderness Areas,Glastenbury Wilderness,6,5400,-5.468762,-4.929087,0.539676,-5.257275,0.203659,-31.543648,6,100,0,0,0,0,0,0,0,0,6,0.54,1.334367
Picea mariana,Max CL,Forest Service Wilderness Areas,Headwaters Wilderness,58134,52320600,-14.074503,-13.641433,0.43307,-13.964312,0.156517,-811801.3287,58134,100,0,0,0,0,0,0,0,0,58134,5232.06,12928.68186
Picea mariana,Max CL,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,9900,8910000,-6.085911,-5.93558,0.150331,-5.973151,0.047478,-59134.19894,9900,100,0,0,0,0,0,0,0,0,9900,891,2201.70555
Picea mariana,Max CL,Forest Service Wilderness Areas,Joseph Battell Wilderness,18,16200,-6.017726,-6.017726,0,-6.017726,0,-108.319067,18,100,0,0,0,0,0,0,0,0,18,1.62,4.003101
Picea mariana,Max CL,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,2804338,2523904200,-17.090082,-6.068759,11.021323,-15.215122,0.870459,-42668345.36,2804338,100,0,0,0,0,0,0,0,0,2804338,252390.42,623669.3473
Picea mariana,Max CL,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,8,7200,-5.942679,-5.942252,0.000428,-5.942519,0.000207,-47.540152,8,100,0,0,0,0,0,0,0,0,8,0.72,1.779156
Picea mariana,Max CL,Forest Service Wilderness Areas,Big Island Lake Wilderness,4379,3941100,-6.273316,-5.792411,0.480905,-5.971394,0.184157,-26148.73575,4379,100,0,0,0,0,0,0,0,0,4379,394.11,973.8655155
Picea mariana,Max CL,Forest Service Wilderness Areas,Lye Brook Wilderness,81,72900,-4.900141,-4.654727,0.245414,-4.745692,0.095779,-384.401013,81,100,0,0,0,0,0,0,0,0,81,7.29,18.0139545
Picea mariana,Max CL,Forest Service Wilderness Areas,Mackinac Wilderness,36786,33107400,-6.205159,-5.958679,0.24648,-5.979755,0.0367,-219971.2799,36786,100,0,0,0,0,0,0,0,0,36786,3310.74,8181.004077
Picea mariana,Max CL,Forest Service Wilderness Areas,McCormick Wilderness,19465,17518500,-13.913941,-5.745506,8.168436,-12.417671,2.759283,-241709.9738,19465,100,0,0,0,0,0,0,0,0,19465,1751.85,4328.908943
Picea mariana,Max CL,Forest Service Wilderness Areas,Pemigewasset Wilderness,398,358200,-7.16692,-5.905899,1.261022,-6.73714,0.233277,-2681.381799,398,100,0,0,0,0,0,0,0,0,398,35.82,88.513011
Picea mariana,Max CL,Forest Service Wilderness Areas,Porcupine Lake Wilderness,7175,6457500,-4.417247,-4.111189,0.306058,-4.235766,0.077872,-30391.62218,7175,100,0,0,0,0,0,0,0,0,7175,645.75,1595.680538
Picea mariana,Max CL,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,39,35100,-7.425419,-6.100478,1.324941,-6.91996,0.367582,-269.878438,39,100,0,0,0,0,0,0,0,0,39,3.51,8.6733855
Picea mariana,Max CL,Forest Service Wilderness Areas,Rainbow Lake Wilderness,6790,6111000,-4.485084,-4.189861,0.295222,-4.351478,0.062935,-29546.53866,6790,100,0,0,0,0,0,0,0,0,6790,611.1,1510.058655
Picea mariana,Max CL,Forest Service Wilderness Areas,Peru Peak Wilderness,20,18000,-6.047709,-5.934712,0.112997,-6.00251,0.055357,-120.050207,20,100,0,0,0,0,0,0,0,0,20,1.8,4.44789
Picea mariana,Max CL,Forest Service Wilderness Areas,Sandwich Range Wilderness,45,40500,-7.906508,-6.695915,1.210593,-7.215214,0.344479,-324.684615,45,100,0,0,0,0,0,0,0,0,45,4.05,10.0077525
Picea mariana,Max CL,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,17014,15312600,-14.180286,-13.910823,0.269464,-14.080418,0.043334,-239564.2298,17014,100,0,0,0,0,0,0,0,0,17014,1531.26,3783.820023
Picea mariana,Max CL,Forest Service Wilderness Areas,Sylvania Wilderness,29014,26112600,-13.38567,-12.85427,0.5314,-13.03591,0.155421,-378223.8788,29014,100,0,0,0,0,0,0,0,0,29014,2611.26,6452.554023
Picea mariana,Max CL,Forest Service Wilderness Areas,Rock River Canyon Wilderness,1589,1430100,-7.726469,-4.92035,2.806119,-6.414192,1.18997,-10192.15161,1589,100,0,0,0,0,0,0,0,0,1589,143.01,353.3848605
Picea mariana,Max CL,Forest Service Wilderness Areas,Blackjack Springs Wilderness,12501,11250900,-14.079165,-13.481808,0.597357,-13.878883,0.21938,-173499.9149,12501,100,0,0,0,0,0,0,0,0,12501,1125.09,2780.153645
Picea mariana,Max CL,Forest Service Wilderness Areas,Whisker Lake Wilderness,9365,8428500,-14.275368,-14.064827,0.210541,-14.129719,0.050359,-132324.8226,9365,100,0,0,0,0,0,0,0,0,9365,842.85,2082.724493
Picea mariana,Max CL,Forest Service Wilderness Areas,Wild River Wilderness,117,105300,-8.280491,-6.975271,1.30522,-7.463648,0.590258,-873.246797,117,100,0,0,0,0,0,0,0,0,117,10.53,26.0201565
Picea mariana,Max CL,States,Connecticut,138,124200,-5.630679,-4.513259,1.11742,-4.922572,0.181078,-679.314986,138,100,0,0,0,0,0,0,0,0,138,12.42,30.690441
Picea mariana,Max CL,States,Maine,1800989,1620890100,-18.295515,-4.239899,14.055616,-9.768328,2.357963,-17592650.4,1800989,100,0,0,0,0,0,0,0,0,1800989,162089.01,400530.0482
Picea mariana,Max CL,States,Massachusetts,24919,22427100,-6.599491,-3.380275,3.219216,-5.632109,0.555938,-140346.5239,24919,100,0,0,0,0,0,0,0,0,24919,2242.71,5541.848546
Picea mariana,Max CL,States,Michigan,24464705,22018234500,-14.759809,0.469936,15.229746,-7.730783,3.556399,-189131330.5,24464332,99.99847535,267,0.001091368,106,0.000433277,0,0,106,0.000433277,24464705,2201823.45,5440815.836
Picea mariana,Max CL,States,Minnesota,42340053,38106047700,-17.173714,2.658,19.831714,-12.569386,4.149976,-532188480.4,42333747,99.9851063,6069,0.014333945,161,0.000380255,76,0.000179499,237,0.000559754,42340053,3810604.77,9416194.917
Picea mariana,Max CL,States,New Hampshire,188412,169570800,-16.758266,-5.445706,11.312561,-8.084162,1.484127,-1523153.066,188412,100,0,0,0,0,0,0,0,0,188412,16957.08,41901.79253
Picea mariana,Max CL,States,New Jersey,377,339300,-5.193574,-3.243117,1.950457,-4.576221,0.220432,-1725.235218,377,100,0,0,0,0,0,0,0,0,377,33.93,83.8427265
Picea mariana,Max CL,States,New York,1100348,990313200,-15.095577,0.84342,15.938997,-6.099369,1.069213,-6711428.534,1098351,99.81851196,0,0,1997,0.181488038,0,0,1997,0.181488038,1100348,99031.32,244711.3433
Picea mariana,Max CL,States,Pennsylvania,20936,18842400,-5.467199,-1.990076,3.477123,-4.228206,0.685693,-88521.71775,20936,100,0,0,0,0,0,0,0,0,20936,1884.24,4656.051252
Picea mariana,Max CL,States,Vermont,201391,181251900,-16.755232,-4.339007,12.416224,-6.895328,1.379344,-1388656.937,201391,100,0,0,0,0,0,0,0,0,201391,18125.19,44788.25075
Picea mariana,Max CL,States,Wisconsin,12985209,11686688100,-15.076588,0.216297,15.292885,-9.297195,4.334319,-120726026.5,12984343,99.99333087,450,0.003465481,416,0.003203645,0,0,416,0.003203645,12985209,1168668.81,2887839.063
Picea mariana,Min CL,Class I Areas,Rainbow Lake Wilderness,6733,6059700,3.364916,3.660139,0.295222,3.498704,0.062757,23556.77154,0,0,0,0,0,0,6733,100,6733,100,6733,605.97,1497.382169
Picea mariana,Min CL,Class I Areas,Presidential Range-Dry River Wilderness,80,72000,0.424581,1.749522,1.324941,0.68855,0.359153,55.084009,0,0,0,0,75,93.75,5,6.25,80,100,80,7.2,17.79156
Picea mariana,Min CL,Class I Areas,Lye Brook Wilderness,54,48600,2.957684,3.195273,0.237589,3.140565,0.075363,169.590516,0,0,0,0,0,0,54,100,54,100,54,4.86,12.009303
Picea mariana,Min CL,Class I Areas,Boundary Waters Canoe Area Wilderness,2790706,2511635400,-9.240082,1.78124,11.021322,-7.366628,0.86077,-20558093.03,2773671,99.38958099,0,0,0,0,17035,0.610419012,17035,0.610419012,2790706,251163.54,620637.6655
Picea mariana,Min CL,Class I Areas,Isle Royale NP,304977,274479300,-0.481876,2.113706,2.595582,0.42925,0.912682,130911.2429,0,0,135213,44.33547448,83287,27.3092725,86477,28.35525302,169764,55.66452552,304977,27447.93,67825.20743
Picea mariana,Min CL,Class I Areas,Acadia NP,629,566100,-2.597096,-2.415055,0.182041,-2.478135,0.017624,-1558.746908,629,100,0,0,0,0,0,0,0,0,629,56.61,139.8861405
Picea mariana,Min CL,Class I Areas,Voyageurs NP,360749,324674100,-8.745436,-7.677757,1.067678,-8.062186,0.264131,-2908425.692,360749,100,0,0,0,0,0,0,0,0,360749,32467.41,80228.59348
Picea mariana,Min CL,Class I Areas,Seney Wilderness,66725,60052500,1.0715,1.578723,0.507223,1.277598,0.179468,85247.73939,0,0,0,0,0,0,66725,100,66725,100,66725,6005.25,14839.27301
Picea mariana,Min CL,Class I Areas,Moosehorn Wilderness EDM,185,166500,-0.831697,-0.779309,0.052389,-0.801738,0.008612,-148.32161,0,0,185,100,0,0,0,0,0,0,185,16.65,41.1429825
Picea mariana,Min CL,Class I Areas,Moosehorn Wilderness BAR,92,82800,-1.056473,-0.857534,0.198939,-0.936483,0.091499,-86.156408,39,42.39130435,53,57.60869565,0,0,0,0,0,0,92,8.28,20.460294
Picea mariana,Min CL,Ecoregions Combined,All Ecoregions,82142348,73928113200,-10.445516,10.507999,20.953515,-2.650004,4.538742,-217677512.4,44708341,54.42788292,1269996,1.54609167,4233036,5.153293159,31930975,38.87273225,36164011,44.02602541,82142348,7392811.32,18268006.41
Picea mariana,Min CL,Ecoregions Level 2,Atlantic Highlands,1622689,1460420100,-10.445516,5.859924,16.305439,-0.022609,2.123605,-36687.705,497243,30.6431485,266374,16.41559165,275475,16.97645082,583597,35.96480903,859072,52.94125985,1622689,146042.01,360877.1088
Picea mariana,Min CL,Ecoregions Level 2,Mixed Wood Plains,4717269,4245542100,-9.940295,10.507999,20.448295,1.575763,2.930326,7433298.88,1065442,22.58599202,172056,3.647364609,268192,5.685323436,3211579,68.08131993,3479771,73.76664337,4717269,424554.21,1049094.681
Picea mariana,Min CL,Ecoregions Level 2,Mixed Wood Shield,75802390,68222151000,-9.323713,6.971107,16.29482,-2.969222,4.509023,-225074123.6,43145656,56.91859584,831566,1.097018181,3689369,4.867087964,28135799,37.11729802,31825168,41.98438598,75802390,6822215.1,16858034.62
Picea mariana,Min CL,Ecoregions Level 3,Acadian Plains and Hills,1162064,1045857600,-9.940295,2.254091,12.194386,-2.007357,2.546401,-2332677.012,932296,80.22759504,166136,14.29663082,54372,4.678916135,9260,0.796858004,63632,5.47577414,1162064,104585.76,258436.6422
Picea mariana,Min CL,Ecoregions Level 3,Driftless Area,1913,1721700,3.855403,5.09919,1.243787,4.589254,0.237307,8779.241973,0,0,0,0,0,0,1913,100,1913,100,1913,172.17,425.4406785
Picea mariana,Min CL,Ecoregions Level 3,Eastern Great Lakes Lowlands,470770,423693000,-1.294777,8.69342,9.988197,1.896606,1.11365,892865.0898,6249,1.327399792,5671,1.204622215,70559,14.98799839,388291,82.47997961,458850,97.46797799,470770,42369.3,104696.6588
Picea mariana,Min CL,Ecoregions Level 3,North Central Appalachians,13844,12459600,2.483432,5.859924,3.376492,3.930908,0.662127,54419.49148,0,0,0,0,0,0,13844,100,13844,100,13844,1245.96,3078.829458
Picea mariana,Min CL,Ecoregions Level 3,North Central Hardwood Forests,2932310,2639079000,-6.514977,10.507999,17.022977,2.857333,2.009278,8378586.814,126897,4.327543814,0,0,126999,4.3310223,2678414,91.34143389,2805413,95.67245619,2932310,263907.9,652129.6163
Picea mariana,Min CL,Ecoregions Level 3,Northeastern Coastal Zone,33899,30509100,-0.475261,4.469725,4.944986,1.002777,0.753046,33993.13729,0,0,249,0.734534942,16262,47.97191658,17388,51.29354848,33650,99.26546506,33899,3050.91,7538.951156
Picea mariana,Min CL,Ecoregions Level 3,Northern Allegheny Plateau,47235,42511500,1.386837,6.413893,5.027056,3.931943,1.158882,185725.332,0,0,0,0,0,0,47235,100,47235,100,47235,4251.15,10504.80421
Picea mariana,Min CL,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,1608845,1447960500,-10.445516,4.668645,15.114161,-0.056629,2.09978,-91107.19648,497243,30.90683068,266374,16.55684668,275475,17.122532,569753,35.41379064,845228,52.53632264,1608845,144796.05,357798.2794
Picea mariana,Min CL,Ecoregions Level 3,Northern Lakes and Forests,62046567,55841910300,-9.323713,6.971107,16.29482,-2.249989,4.420929,-139604065.2,31836672,51.31093232,737660,1.188881248,2369616,3.819092844,27102619,43.68109359,29472235,47.50018643,62046567,5584191.03,13798815.24
Picea mariana,Min CL,Ecoregions Level 3,Northern Minnesota Wetlands,13755823,12380240700,-9.012705,2.802861,11.815566,-6.213373,3.319911,-85470058.36,11308984,82.21234018,93906,0.682663625,1319753,9.594140605,1033180,7.510855585,2352933,17.10499619,13755823,1238024.07,3059219.378
Picea mariana,Min CL,Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,69078,62170200,3.08435,8.319937,5.235587,3.8511,0.701365,266026.2765,0,0,0,0,0,0,69078,100,69078,100,69078,6217.02,15362.56727
Picea mariana,Min CL,Forest Service Admin Areas,Hiawatha National Forest,2675428,2407885200,-0.015973,3.886338,3.90231,1.782619,0.422072,4769269.582,0,0,320,0.011960703,57045,2.132182215,2618063,97.85585708,2675108,99.9880393,2675428,240788.52,595000.4723
Picea mariana,Min CL,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,2660558,2394502200,-6.561841,5.109275,11.671116,-1.707124,4.480813,-4541902.409,1512058,56.83236374,0,0,0,0,1148500,43.16763626,1148500,43.16763626,2660558,239450.22,591693.4661
Picea mariana,Min CL,Forest Service Admin Areas,Huron-Manistee National Forest,686332,617698800,2.246754,4.948049,2.701295,3.507563,0.416874,2407352.834,0,0,0,0,0,0,686332,100,686332,100,686332,61769.88,152636.462
Picea mariana,Min CL,Forest Service Admin Areas,Superior National Forest,10970398,9873358200,-9.323713,2.114642,11.438355,-6.47231,2.443165,-71003815.55,10036383,91.48604271,79864,0.727995466,97349,0.887378926,756802,6.898582896,854151,7.785961822,10970398,987335.82,2439756.178
Picea mariana,Min CL,Forest Service Admin Areas,Chippewa National Forest,2397444,2157699600,-7.466872,2.406431,9.873303,-2.091659,3.929106,-5014634.573,886603,36.98117662,34911,1.456175827,961118,40.08927841,514812,21.47336914,1475930,61.56264755,2397444,215769.96,533178.3597
Picea mariana,Min CL,Forest Service Admin Areas,White Mountain National Forest,13782,12403800,-1.127947,2.404294,3.532241,-0.09329,0.581214,-1285.724182,15,0.108837614,8308,60.28152663,5133,37.24423161,326,2.36540415,5459,39.60963576,13782,1240.38,3065.040999
Picea mariana,Min CL,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,8961,8064900,-0.226553,3.197396,3.423949,2.03428,0.505155,18229.18379,0,0,12,0.133913626,177,1.975225979,8772,97.8908604,8949,99.86608637,8961,806.49,1992.877115
Picea mariana,Min CL,Forest Service Admin Areas,Ottawa National Forest,1847554,1662798600,-6.658353,3.061685,9.720038,-5.390685,1.285705,-9959581.092,1800152,97.43433751,0,0,0,0,47402,2.565662492,47402,2.565662492,1847554,166279.86,410885.8481
Picea mariana,Min CL,Forest Service Wilderness Areas,Big Branch Wilderness,1,900,2.152383,2.152383,0,2.152383,0,2.152383,0,0,0,0,0,0,1,100,1,100,1,0.09,0.2223945
Picea mariana,Min CL,Forest Service Wilderness Areas,Delirium Wilderness,39996,35996400,1.701025,2.561396,0.860371,2.032933,0.215681,81309.17529,0,0,0,0,0,0,39996,100,39996,100,39996,3599.64,8894.890422
Picea mariana,Min CL,Forest Service Wilderness Areas,George D. Aiken Wilderness,14,12600,2.444952,2.446683,0.001731,2.446559,0.000446,34.25183,0,0,0,0,0,0,14,100,14,100,14,1.26,3.113523
Picea mariana,Min CL,Forest Service Wilderness Areas,Glastenbury Wilderness,6,5400,2.381238,2.920913,0.539676,2.592725,0.203659,15.556352,0,0,0,0,0,0,6,100,6,100,6,0.54,1.334367
Picea mariana,Min CL,Forest Service Wilderness Areas,Headwaters Wilderness,58134,52320600,-6.224502,-5.791432,0.43307,-6.114312,0.156517,-355449.3902,58134,100,0,0,0,0,0,0,0,0,58134,5232.06,12928.68186
Picea mariana,Min CL,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,9900,8910000,1.764089,1.91442,0.150331,1.876848,0.047478,18580.80012,0,0,0,0,0,0,9900,100,9900,100,9900,891,2201.70555
Picea mariana,Min CL,Forest Service Wilderness Areas,Joseph Battell Wilderness,18,16200,1.832274,1.832274,0,1.832274,0,32.980931,0,0,0,0,0,0,18,100,18,100,18,1.62,4.003101
Picea mariana,Min CL,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,2804338,2523904200,-9.240082,1.78124,11.021322,-7.365122,0.870459,-20654290.91,2786692,99.37076059,0,0,0,0,17646,0.629239414,17646,0.629239414,2804338,252390.42,623669.3473
Picea mariana,Min CL,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,8,7200,1.90732,1.907748,0.000428,1.907481,0.000207,15.259847,0,0,0,0,0,0,8,100,8,100,8,0.72,1.779156
Picea mariana,Min CL,Forest Service Wilderness Areas,Big Island Lake Wilderness,4379,3941100,1.576684,2.057589,0.480905,1.878606,0.184157,8226.413834,0,0,0,0,0,0,4379,100,4379,100,4379,394.11,973.8655155
Picea mariana,Min CL,Forest Service Wilderness Areas,Lye Brook Wilderness,81,72900,2.949859,3.195273,0.245414,3.104308,0.095779,251.448979,0,0,0,0,0,0,81,100,81,100,81,7.29,18.0139545
Picea mariana,Min CL,Forest Service Wilderness Areas,Mackinac Wilderness,36786,33107400,1.644841,1.891321,0.24648,1.870245,0.0367,68798.81659,0,0,0,0,0,0,36786,100,36786,100,36786,3310.74,8181.004077
Picea mariana,Min CL,Forest Service Wilderness Areas,McCormick Wilderness,19465,17518500,-6.063941,2.104494,8.168435,-4.567671,2.759283,-88909.71281,16577,85.16311328,0,0,0,0,2888,14.83688672,2888,14.83688672,19465,1751.85,4328.908943
Picea mariana,Min CL,Forest Service Wilderness Areas,Pemigewasset Wilderness,398,358200,0.68308,1.944101,1.261022,1.11286,0.233277,442.918163,0,0,0,0,225,56.53266332,173,43.46733668,398,100,398,35.82,88.513011
